match_id,inning,batting_team,bowling_team,over,ball,batsman,bowler,wide_runs,noball_runs,batsman_runs,player_dismissed,dismissal_kind,fielder
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,1,DA Warner,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,2,DA Warner,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,3,DA Warner,TS Mills,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,4,DA Warner,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,5,DA Warner,TS Mills,2,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,6,S Dhawan,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,7,S Dhawan,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,1,S Dhawan,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,2,DA Warner,A Choudhary,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,3,DA Warner,A Choudhary,0,1,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,4,DA Warner,A Choudhary,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,5,DA Warner,A Choudhary,0,0,0,DA Warner,caught,Mandeep Singh
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,6,MC Henriques,A Choudhary,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,7,MC Henriques,A Choudhary,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,1,S Dhawan,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,2,MC Henriques,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,3,MC Henriques,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,4,MC Henriques,TS Mills,0,0,3,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,5,S Dhawan,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,6,MC Henriques,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,4,1,MC Henriques,YS Chahal,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,4,2,MC Henriques,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,4,3,S Dhawan,YS Chahal,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,4,4,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,4,5,MC Henriques,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,4,6,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,5,1,S Dhawan,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,5,2,MC Henriques,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,5,3,S Dhawan,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,5,4,MC Henriques,S Aravind,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,5,5,MC Henriques,S Aravind,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,5,6,MC Henriques,S Aravind,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,6,1,S Dhawan,SR Watson,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,6,2,S Dhawan,SR Watson,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,6,3,S Dhawan,SR Watson,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,6,4,S Dhawan,SR Watson,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,6,5,S Dhawan,SR Watson,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,6,6,S Dhawan,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,1,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,2,MC Henriques,YS Chahal,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,3,MC Henriques,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,4,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,5,MC Henriques,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,7,6,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,8,1,S Dhawan,TM Head,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,8,2,MC Henriques,TM Head,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,8,3,S Dhawan,TM Head,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,8,4,MC Henriques,TM Head,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,8,5,MC Henriques,TM Head,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,8,6,S Dhawan,TM Head,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,9,1,S Dhawan,YS Chahal,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,9,2,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,9,3,MC Henriques,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,9,4,S Dhawan,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,9,5,MC Henriques,YS Chahal,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,9,6,MC Henriques,YS Chahal,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,1,S Dhawan,A Choudhary,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,2,S Dhawan,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,3,MC Henriques,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,4,S Dhawan,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,5,MC Henriques,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,10,6,S Dhawan,A Choudhary,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,1,MC Henriques,STR Binny,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,2,S Dhawan,STR Binny,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,3,S Dhawan,STR Binny,0,0,0,S Dhawan,caught,Sachin Baby
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,4,MC Henriques,STR Binny,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,5,Yuvraj Singh,STR Binny,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,11,6,Yuvraj Singh,STR Binny,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,12,1,MC Henriques,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,12,2,Yuvraj Singh,S Aravind,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,12,3,Yuvraj Singh,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,12,4,MC Henriques,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,12,5,Yuvraj Singh,S Aravind,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,12,6,Yuvraj Singh,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,1,Yuvraj Singh,A Choudhary,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,2,Yuvraj Singh,A Choudhary,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,3,Yuvraj Singh,A Choudhary,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,4,Yuvraj Singh,A Choudhary,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,5,Yuvraj Singh,A Choudhary,1,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,6,Yuvraj Singh,A Choudhary,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,13,7,Yuvraj Singh,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,14,1,Yuvraj Singh,SR Watson,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,14,2,Yuvraj Singh,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,14,3,MC Henriques,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,14,4,Yuvraj Singh,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,14,5,MC Henriques,SR Watson,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,14,6,MC Henriques,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,15,1,MC Henriques,S Aravind,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,15,2,MC Henriques,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,15,3,Yuvraj Singh,S Aravind,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,15,4,Yuvraj Singh,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,15,5,MC Henriques,S Aravind,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,15,6,MC Henriques,S Aravind,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,16,1,MC Henriques,YS Chahal,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,16,2,MC Henriques,YS Chahal,0,0,0,MC Henriques,caught,Sachin Baby
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,16,3,Yuvraj Singh,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,16,4,DJ Hooda,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,16,5,Yuvraj Singh,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,16,6,DJ Hooda,YS Chahal,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,17,1,DJ Hooda,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,17,2,Yuvraj Singh,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,17,3,Yuvraj Singh,TS Mills,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,17,4,Yuvraj Singh,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,17,5,DJ Hooda,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,17,6,DJ Hooda,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,1,DJ Hooda,A Choudhary,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,2,DJ Hooda,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,3,Yuvraj Singh,A Choudhary,1,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,4,Yuvraj Singh,A Choudhary,1,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,5,Yuvraj Singh,A Choudhary,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,6,Yuvraj Singh,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,7,DJ Hooda,A Choudhary,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,18,8,DJ Hooda,A Choudhary,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,19,1,DJ Hooda,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,19,2,Yuvraj Singh,TS Mills,0,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,19,3,Yuvraj Singh,TS Mills,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,19,4,Yuvraj Singh,TS Mills,0,0,0,Yuvraj Singh,bowled,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,19,5,BCJ Cutting,TS Mills,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,19,6,DJ Hooda,TS Mills,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,20,1,BCJ Cutting,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,20,2,DJ Hooda,SR Watson,0,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,20,3,BCJ Cutting,SR Watson,0,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,20,4,BCJ Cutting,SR Watson,0,0,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,20,5,BCJ Cutting,SR Watson,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,20,6,BCJ Cutting,SR Watson,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,1,CH Gayle,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,2,Mandeep Singh,A Nehra,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,3,Mandeep Singh,A Nehra,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,4,Mandeep Singh,A Nehra,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,5,Mandeep Singh,A Nehra,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,6,Mandeep Singh,A Nehra,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,1,CH Gayle,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,2,CH Gayle,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,3,CH Gayle,B Kumar,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,4,Mandeep Singh,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,5,Mandeep Singh,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,6,Mandeep Singh,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,1,CH Gayle,A Nehra,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,2,CH Gayle,A Nehra,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,3,CH Gayle,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,4,Mandeep Singh,A Nehra,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,5,Mandeep Singh,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,6,CH Gayle,A Nehra,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,1,Mandeep Singh,B Kumar,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,2,CH Gayle,B Kumar,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,3,CH Gayle,B Kumar,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,4,CH Gayle,B Kumar,1,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,5,CH Gayle,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,6,CH Gayle,B Kumar,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,7,Mandeep Singh,B Kumar,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,1,CH Gayle,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,2,CH Gayle,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,3,CH Gayle,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,4,CH Gayle,BCJ Cutting,1,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,5,CH Gayle,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,6,CH Gayle,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,7,CH Gayle,BCJ Cutting,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,1,Mandeep Singh,Rashid Khan,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,2,Mandeep Singh,Rashid Khan,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,3,Mandeep Singh,Rashid Khan,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,4,Mandeep Singh,Rashid Khan,0,0,0,Mandeep Singh,bowled,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,5,TM Head,Rashid Khan,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,6,TM Head,Rashid Khan,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,1,CH Gayle,DJ Hooda,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,2,CH Gayle,DJ Hooda,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,3,CH Gayle,DJ Hooda,0,0,0,CH Gayle,caught,DA Warner
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,4,TM Head,DJ Hooda,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,5,TM Head,DJ Hooda,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,7,6,KM Jadhav,DJ Hooda,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,1,TM Head,Rashid Khan,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,2,TM Head,Rashid Khan,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,3,TM Head,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,4,KM Jadhav,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,5,TM Head,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,8,6,KM Jadhav,Rashid Khan,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,1,TM Head,BCJ Cutting,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,2,KM Jadhav,BCJ Cutting,1,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,3,KM Jadhav,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,4,KM Jadhav,BCJ Cutting,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,5,TM Head,BCJ Cutting,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,6,KM Jadhav,BCJ Cutting,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,9,7,KM Jadhav,BCJ Cutting,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,1,KM Jadhav,MC Henriques,0,1,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,2,TM Head,MC Henriques,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,3,TM Head,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,4,KM Jadhav,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,5,TM Head,MC Henriques,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,6,TM Head,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,10,7,KM Jadhav,MC Henriques,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,1,TM Head,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,2,KM Jadhav,A Nehra,1,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,3,KM Jadhav,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,4,TM Head,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,5,KM Jadhav,A Nehra,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,6,KM Jadhav,A Nehra,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,11,7,KM Jadhav,A Nehra,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,12,1,KM Jadhav,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,12,2,TM Head,MC Henriques,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,12,3,TM Head,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,12,4,KM Jadhav,MC Henriques,0,0,1,KM Jadhav,run out,BCJ Cutting
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,12,5,SR Watson,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,12,6,TM Head,MC Henriques,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,13,1,TM Head,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,13,2,SR Watson,Rashid Khan,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,13,3,SR Watson,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,13,4,TM Head,Rashid Khan,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,13,5,TM Head,Rashid Khan,0,0,0,TM Head,caught,Yuvraj Singh
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,13,6,SR Watson,Rashid Khan,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,1,Sachin Baby,Bipul Sharma,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,2,Sachin Baby,Bipul Sharma,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,3,SR Watson,Bipul Sharma,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,4,Sachin Baby,Bipul Sharma,0,0,0,Sachin Baby,caught,MC Henriques
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,5,SR Watson,Bipul Sharma,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,14,6,STR Binny,Bipul Sharma,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,1,STR Binny,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,2,SR Watson,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,3,STR Binny,Rashid Khan,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,4,STR Binny,Rashid Khan,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,5,STR Binny,Rashid Khan,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,15,6,SR Watson,Rashid Khan,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,1,STR Binny,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,2,STR Binny,BCJ Cutting,0,0,6,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,3,STR Binny,BCJ Cutting,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,4,SR Watson,BCJ Cutting,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,5,SR Watson,BCJ Cutting,0,0,4,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,16,6,SR Watson,BCJ Cutting,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,1,SR Watson,B Kumar,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,2,STR Binny,B Kumar,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,3,SR Watson,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,4,SR Watson,B Kumar,0,0,1,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,5,STR Binny,B Kumar,0,0,0,STR Binny,caught,Yuvraj Singh
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,17,6,S Aravind,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,1,SR Watson,A Nehra,0,0,2,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,2,SR Watson,A Nehra,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,3,SR Watson,A Nehra,0,0,0,SR Watson,caught,MC Henriques
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,4,S Aravind,A Nehra,0,0,0,S Aravind,bowled,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,5,YS Chahal,A Nehra,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,18,6,YS Chahal,A Nehra,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,19,1,TS Mills,B Kumar,0,0,0,,,
1,2,Royal Challengers Bangalore,Sunrisers Hyderabad,19,2,YS Chahal,B Kumar,0,0,0,,,
